source_path	destination_path	size_bytes	sha256
api/openapi/content_paths/homeworks.py	api/openapi/content_paths/homeworks.py	7300	32471c1b36ee96e984c5c90cd0e384490eef597904bd499ca6f33653f3acb61b
api/openapi/content_paths/projects.py	api/openapi/content_paths/projects.py	8454	b1469c15a61a8dfb070f0b6b5a13cc6339959bd47ba96d1aa41ff7347b35b0a9
api/openapi/content_paths/questions.py	api/openapi/content_paths/questions.py	3545	500b28722f9d79d236f36af9acd29928f397361f0da4d8a5b7c8334457ff5eb8
api/openapi/content_paths/registry.py	api/openapi/content_paths/registry.py	363	645a770be7e1b1d13ee79109636c16ebf4aaf5116b05a0403bf1dd41acedfaf7
api/openapi/content_schemas/enums.py	api/openapi/content_schemas/enums.py	808	f174581f89701b0331c0a49ae38a8b9a59a26e4b69f7100a2a46a3488e22ddf5
api/openapi/content_schemas/homeworks.py	api/openapi/content_schemas/homeworks.py	4695	827e63726425b972c9e14919e7162edb700553c7da019ce3bbd6ca85993950be
api/openapi/content_schemas/projects.py	api/openapi/content_schemas/projects.py	5442	5e1a1a0ecc537d8c35946f041ceb68387e9d745b4921e2cc52d02d872549518c
api/openapi/content_schemas/questions.py	api/openapi/content_schemas/questions.py	2957	c5b22976f8285c530f4a19e71df296543a94f548780d70cdf84cc991c064720e
api/openapi/content_schemas/registry.py	api/openapi/content_schemas/registry.py	348	11c83bae60c10b18a245841c0adc29df8224b5acc3a474fa4e1b65ba90e2799f
api/openapi/course_paths.py	api/openapi/course_paths.py	6468	b8fd6f71b975d1e0b646a5ea9f2c87c2b3c2a1ff10e6b1a5897151bdd88e9d17
api/openapi/course_schemas.py	api/openapi/course_schemas.py	6518	827ca6cc8a8376cf59cbd9a3aa07896226100d0dee5c6bd0c76c9bfa77879fd1
api/openapi/data_paths.py	api/openapi/data_paths.py	8245	57019a7c290143a47aa5af0826f33e28f893426491f6dc9f12e2b28c95d6a026
api/openapi/integration_schemas.py	api/openapi/integration_schemas.py	4749	0bd244b5ca887a22ffcd84ff00dd45a394785b2e28779d8b4551663f2e2c88b6
api/openapi/paths.py	api/openapi/paths.py	337	9edf44289ec318e240dd1b0cb9b5318a13cbf5ca4b26c0b264df75ee545f06d0
api/openapi/primitives.py	api/openapi/primitives.py	4259	100b93bc5ce097aeb620a65853b9fc36eb0bfb4f0c249da130305ae19685b04e
api/openapi/schemas.py	api/openapi/schemas.py	264	43f49d2ca03d7d7138b82653683b687d871483c9e2bfccdfe8d6f3280ea9f499
api/openapi/spec.py	api/openapi/spec.py	6030	c2b4a887ff089fd5bb8a1e1f1da230cc2bc3006b7fabe564b56fe85774a9aac2
api/safety.py	api/safety.py	3950	e1a3054ca4a105e30d274aba1efe96b4c775178ebade8743fe4392a545a42c05
api/tests/__init__.py	api/tests/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
api/tests/course_api_base.py	api/tests/course_api_base.py	6665	095d428a4d9f35dd721525c08f24e57efd3c2c6b2ae8fb481229f271be696505
api/tests/enrollment_exports_base.py	api/tests/enrollment_exports_base.py	1746	41001b7ac470fcfd106c0dc38b9da98a1eb8341259be7da840aa797cf7bd0e58
api/tests/homework_api_base.py	api/tests/homework_api_base.py	5568	53379556f7b831fa7c9bfd547eea94392c2b37cb1dc1d44abfd4e838956c8330
api/tests/project_api_base.py	api/tests/project_api_base.py	4576	114b97c839bf5a17b9cbc043d9622125d6241dae3f758c38a071f964ce2a558b
api/tests/question_api_base.py	api/tests/question_api_base.py	4748	ddb467bf60697f6ae8ad7bc8164eb8f99eeb95082e76cf8facd6e70003bdec18
api/tests/registration_campaign_base.py	api/tests/registration_campaign_base.py	2122	be731d515e219d3d9c7d0d61fad81316ad2996f9ec078e501b1eb0244469ceb0
api/tests/test_course_auth.py	api/tests/test_course_auth.py	430	d176898932e45b938f470b9d3f9fb12553ddceba917da5d10e2a923718812260
api/tests/test_course_creation.py	api/tests/test_course_creation.py	1108	38aa454031a77b454a890074eb4d9066e05cb3f0059616811539d1c752425936
api/tests/test_course_detail.py	api/tests/test_course_detail.py	544	cdb17d4b5bffe02ac38aec7f6b623f73f05c8d891260ece793915bd3e1283b81
api/tests/test_course_updates.py	api/tests/test_course_updates.py	1917	d06aab4d5baf89e5c39e01ebdb96054b9ea3aeed8d493ba50a0692900f50d30b
api/tests/test_courses.py	api/tests/test_courses.py	1074	6d001e87503267facdee80e838913561707abfdd7298510a7206b1d48d6ab331
api/tests/test_datamailer_send_audits.py	api/tests/test_datamailer_send_audits.py	6528	929eac5e4eecfe464a5092d70acc7af393adb05f6ba0baacb5792d200c4612a4
api/tests/test_enrollment_export_auth.py	api/tests/test_enrollment_export_auth.py	690	9148f5159129a7548e4cc9faa2164b2eeb753b7a4904ffe5cc5bb298b6e6dc16
api/tests/test_enrollment_export_errors.py	api/tests/test_enrollment_export_errors.py	2077	1964f60b70d697edac58cf6c3991965a73705a35bb91e719b1ad97c441df54b5
api/tests/test_enrollment_exports.py	api/tests/test_enrollment_exports.py	1832	23e026b41c88e61bc4661315298c605605f905519c1855db02d4afd538ff358d
api/tests/test_homework_auth.py	api/tests/test_homework_auth.py	980	32a44edb934146952feacbcbedf05eceafe925e7effe50747dd32c7496e33501
api/tests/test_homework_deletion.py	api/tests/test_homework_deletion.py	2439	f1851dc4a68a33757d18e8eb561639b1b4b4ebab8aaf4ac69cd6e6b59b3cbeb0
api/tests/test_homework_mutations.py	api/tests/test_homework_mutations.py	3262	67692a4d99cf2ca57bc9552adbad3dcd70f05cea1350863582064382d3045212
api/tests/test_homework_scoring.py	api/tests/test_homework_scoring.py	1833	ea00cf882fa840cabdb253e692a0096498a3d08e8519a1bc8ede51f30a07bbd9
api/tests/test_homework_upserts.py	api/tests/test_homework_upserts.py	4823	57900e5c657ddb63030d8013579ae1871ec9a9e1dd19990003b769337a43c62c
api/tests/test_homeworks.py	api/tests/test_homeworks.py	6566	0500693edb3b73850bc5f9706c9295838b4b16e3d421bccb2e42fe7418ee73dc
api/tests/test_openapi.py	api/tests/test_openapi.py	4856	966cc9a4212f2b88520d8cff02c6d043874c59e2597e6b7ccf785858de56df02
api/tests/test_project_actions.py	api/tests/test_project_actions.py	2468	e2755e3e352962f27a2290622108b583c1bf9e97f0d929ee3e8db36e0df1eef0
api/tests/test_project_auth.py	api/tests/test_project_auth.py	972	0ccbaf95c4ab4451e36c2c60bad5ce2701c61d2423d92e91c342c5fc30413367
api/tests/test_project_creation.py	api/tests/test_project_creation.py	3225	e3b0d7fad2d37df10ddcbf7bb37a3b3893e897176520eb607410ebb78740f980
api/tests/test_project_deletion.py	api/tests/test_project_deletion.py	2768	5e3247f4e941bee401cc223c8b135d125014dd5554be946d8ef2f75b6d39f2ec
api/tests/test_project_scoring.py	api/tests/test_project_scoring.py	3043	0535ff8a991f8fea7737c21eff77f1d9440bccdb703fca8ad424deddf5f4764e
api/tests/test_project_updates.py	api/tests/test_project_updates.py	5222	891801e952a8c0b1790d300c1243f5a01456cd375139635f5eb375c61b887768
api/tests/test_projects.py	api/tests/test_projects.py	995	3c5f30dcb95aa0f423ca65a74781c784e50cdcf66af8d7e787ba61df4faf137d
api/tests/test_question_auth.py	api/tests/test_question_auth.py	576	94d27882f5c10ac5efb3cb8e2d2f2dbb4544608d53c3139429903c9ae01408a7
api/tests/test_question_creation.py	api/tests/test_question_creation.py	1725	61fac816bc27de22210aadca12b6b7d0316570d7aab4d0227d23f88a2681699a
api/tests/test_question_deletion.py	api/tests/test_question_deletion.py	863	2036b1d8c3d00bd9b2aed57317c669e496dc7d2535a9afa7c4420d1f7e08d398
api/tests/test_question_updates.py	api/tests/test_question_updates.py	1893	3035d9ccd12938218b029cf61deef03c93cf45027a99bd824363ef7b92008c3e
api/tests/test_questions.py	api/tests/test_questions.py	1062	eea2006c5ae20a7ee2709ab2e6a8ea10dcace1e152c10349cf73dc6a31db96c6
api/tests/test_registration_campaign_auth.py	api/tests/test_registration_campaign_auth.py	2438	51ef9f2f99cba5a5b2a1a085010ed2bd943f510e279ce910222d1c7437949c27
api/tests/test_registration_campaigns.py	api/tests/test_registration_campaigns.py	1841	75ae92809e376d56ebc3d41a0c76c8dee17c18dab29f5bb1a97aa8db766e8c90
api/urls.py	api/urls.py	5389	c5a4932fe39ebe5c1d3b59fb4593f3a52ea3898434f346ae5afdb3039fea88f4
api/utils.py	api/utils.py	1790	65955794a7673c467a8369db03eefc034b5874df75d4f7d88b55368cc984b22c
api/views/__init__.py	api/views/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
api/views/course_exports.py	api/views/course_exports.py	1684	6f406c3d3333c16b5880e8a156b6584f72d88dcaa69be23aec8366037e6f4e51
api/views/course_mutations.py	api/views/course_mutations.py	4587	ce5b139a8c4162b17cdcb14b5570194a591aefedcae675c0cdb249ec31fa198d
api/views/course_serializers.py	api/views/course_serializers.py	2836	b328771860b4b74717d3dac5324097a20c1b04d442c4917096396b1c47b35fe9
api/views/courses.py	api/views/courses.py	2467	c063bd88b2fdf14a21237e331a1a15a000cb6219481aaf78a339920fedd3f239
api/views/datamailer_send_audits.py	api/views/datamailer_send_audits.py	2721	78144022caac727d1a0e54f6bc0e6f8c9f9c58653948538d7d607b54e5a1c81c
api/views/datamailer_webhook_validation.py	api/views/datamailer_webhook_validation.py	4841	b202358b5b61a643c8904874736792bf3ad5d4667c272975c0d51bb3200d62de
api/views/enrollment_certificate_delivery.py	api/views/enrollment_certificate_delivery.py	626	70f50d0d62f23fdac3a050eb56ef84010a112093a5885181eb7ca2f61e963c48
api/views/enrollment_certificate_updates.py	api/views/enrollment_certificate_updates.py	5049	d0d92e4b719d0d54651be34b8af31d1e8a5133beac2f244fed1ddb58e6761fed
api/views/enrollment_certificate_validation.py	api/views/enrollment_certificate_validation.py	1359	f80497642360798dfba0bece3edb90623a0a21386c1c99b886e6b132ee2fec86
api/views/enrollment_certificates.py	api/views/enrollment_certificates.py	2410	14a5f00c7109957541074985c9364d52b0529ed0c3072e76e26c880f8a7499fb
api/views/enrollment_graduates.py	api/views/enrollment_graduates.py	1819	9ce4a8d4891f5cd2dcb03b5ceec9bc6b18e3999fd86981704a71655da413fec4
api/views/health.py	api/views/health.py	552	cae1c5ff52d46b3cefdf320edee9c2027eadf3882af91555739d84cc01a8694d
api/views/homework_create.py	api/views/homework_create.py	4739	c7665ff17a9923cb6073d9219dd3d0400fabf817585f8fed170f997d679a160f
api/views/homework_exports.py	api/views/homework_exports.py	2840	f9d4a23c8ce56943d23ef473c1b89e6ce180315fef17f79734397bc4fb3f2f3f
api/views/homework_serializers.py	api/views/homework_serializers.py	1514	00e26dce3a81a7255b81944beb331e0d92c889061bbe4a7e5040f3166d80dbc4
api/views/homework_upsert.py	api/views/homework_upsert.py	2829	1b3d377742672444401ca9a657474f0215df09c79566cda246d818efc33993ee
api/views/homework_upsert_common.py	api/views/homework_upsert_common.py	1567	f9c265d821e73298ec565b2cc8564775d6b95eeea15a39f01fe0dc53d794686c
api/views/homework_upsert_questions.py	api/views/homework_upsert_questions.py	1481	a7832eaadbd2947869dedd018aa28fc889576030612e989821ac7fc42753c689
api/views/homework_upsert_save.py	api/views/homework_upsert_save.py	3220	11dc87972c79e74a85f5da3c88956cf205ac30c59e2566e8737ea747669e66fc
api/views/homework_upsert_validation.py	api/views/homework_upsert_validation.py	2497	31101bf952ce23fb3c40f3f752838960d6945c0191e77eccfd93b2758ea5331a
api/views/homeworks.py	api/views/homeworks.py	5177	047dfcb6820497aa7b5a1a8f43a443e98df890519a12d3f5c2a19b5dcfa93bea
api/views/leaderboard_export_data.py	api/views/leaderboard_export_data.py	6236	48f368e370eb473615b21fc0e37abf511492656784189c339b918840e73832b9
api/views/leaderboard_exports.py	api/views/leaderboard_exports.py	2836	7307c6149c153a80baec64e687ff74e6c263c21a1b18cc49e3ae8c847478d3c3
api/views/project_action_routes.py	api/views/project_action_routes.py	921	0951927c626c35e56f054a5fbc63cab5a5b077c432426bce6ae47f8101424596
api/views/project_actions.py	api/views/project_actions.py	2359	c5505632486c664512157312520bd0e130295d98eb4c3b58fe68753c77bcfa02
api/views/project_create.py	api/views/project_create.py	5086	047b1bc9b3c1c58dfbc6d286bb48ede05b94bff08f99fe7288029ae557d381fa
api/views/project_exports.py	api/views/project_exports.py	2813	2b1fd0221c2d825e2f2b16140d14666c90a8c5e997c38227a65885f29b80f20e
api/views/project_serializers.py	api/views/project_serializers.py	2351	aefd211e7589ef7ab40af0a33347bd5fdf24a519836cf326e48e1bcbc97c65e5
api/views/project_upsert.py	api/views/project_upsert.py	867	24e9d243387a25e1907acb3ea5df97626fc6b6dcbb525bbb1dbe164146222889
api/views/project_upsert_persistence.py	api/views/project_upsert_persistence.py	3402	0cdf82fabaa8b6ded273c619ef37cf6f18856c036d1e687c76b30aa0f8fdf162
api/views/project_upsert_rules.py	api/views/project_upsert_rules.py	857	80c41797006ecb96fe43f859302d2b04cf81d5137144fe8b59ad4ed9c4e29bce
api/views/project_upsert_validation.py	api/views/project_upsert_validation.py	2377	a548d6f997f9ff926017fb3d796c103842461680aa4841b53d968f86e0111133
api/views/projects.py	api/views/projects.py	5567	de3d31d954db82218cd5bfc3bfb84ed9b9e3ff7f4793969c92f9c16f7a3cf400
api/views/question_mutations.py	api/views/question_mutations.py	3639	cacab79e2a7525806b95e6d489ad301a64e1e95e2435363bbb187d791c1f1dcb
api/views/question_serializers.py	api/views/question_serializers.py	792	37dfbee56a72f7d5a5a30e0a880b0624d952e141ec0361f68890c6493ff33cb1
api/views/questions.py	api/views/questions.py	2955	ea1d64b03d78500820899f98249c2c063b4a35c71ffb14e97da318e58061a1cd
api/views/registration_campaign_mutations.py	api/views/registration_campaign_mutations.py	2831	38d8ed6a3febdb4561d019a4f6edcd391fba93b4430c4563bac5c10f64f42c3f
api/views/registration_campaign_registrations.py	api/views/registration_campaign_registrations.py	3153	45c9bab9c0d8d4088a9f139c90da7294cd8cc22083e3356770c24d42429d83af
api/views/registration_campaign_serializers.py	api/views/registration_campaign_serializers.py	1455	53f097db0dcdfd4bb4e630609ec387ccde056dcb0e42013899f1129c14c39877
api/views/registration_campaigns.py	api/views/registration_campaigns.py	3135	9ddf7617d3e3a51b82642faf670cfbce77e3d84fd64614d88fe14b965a4827f5
api/views/serializer_counts.py	api/views/serializer_counts.py	514	7609b8403a51d9e85a1e4e52250898175a976cf85a78762d4b40bcf3beb804f8
api/views/webhooks.py	api/views/webhooks.py	2997	b4f4daf873505236ee4490151eca0b336e761afb31e7b8386a3d0bfd368677cb
cadmin/__init__.py	studio_courses/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cadmin/admin.py	studio_courses/admin.py	30	463622c28efe67688db3d25c421011820d5a83cdebe43b9a994675d65fdfe475
cadmin/apps.py	studio_courses/apps.py	144	1d2f491e82b770fffa5bde228a2ca2b2be4e7db3fdba728c817a80c37653ccd9
cadmin/deadline_extension.py	studio_courses/deadline_extension.py	3077	7109f68a36bc4d64ccf0d3f847e673cf45152e50ed210f2e2b2d126a3d22906e
cadmin/forms.py	studio_courses/forms.py	6113	cc76a94a37c8dbf8b3b1844eb9db65d5b1185c7f920642ab1220fe3ea4b513b8
cadmin/migrations/__init__.py	studio_courses/migrations/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cadmin/models.py	studio_courses/models.py	28	0578b324c0f9f4fd62295be033fa36c2307ee322288e7f48d690182d49f7625a
cadmin/services.py	studio_courses/services.py	3555	920f791361ac20863e9417e2df7192267d2868b6461f441310e87062ec8c4a77
cadmin/templates/cadmin/_extend_deadline_menu.html	studio_courses/templates/studio_courses/_extend_deadline_menu.html	1216	f479745cb00b719dbd0f5242e37e0f80bfe23cada880efd3337ecffe379af358
cadmin/templates/cadmin/base.html	studio_courses/templates/studio_courses/base.html	815	7fb6bdc835ed390cf2d41b7ac162096b2ef0b2fabbb0fe3c7fabe96828420f9c
cadmin/templates/cadmin/campaign_form.html	studio_courses/templates/studio_courses/campaign_form.html	7366	a93387d01aa6204d70ff6a869021dfc14db55cb800344f67691333db4dc47725
cadmin/templates/cadmin/campaign_registrations.html	studio_courses/templates/studio_courses/campaign_registrations.html	5883	8552abb86b0974d5fcb94342267d6ac8ec8d3f69ab6bcba8878d2aa3ccc03e18
cadmin/templates/cadmin/cloudwatch_dashboard.html	studio_courses/templates/studio_courses/cloudwatch_dashboard.html	4037	9c8c9a602dac0b147dd013f85a32f6e095b1d33d46919664000aab13b414f68c
cadmin/templates/cadmin/course_admin.html	studio_courses/templates/studio_courses/course_admin.html	18628	eba7704ea00b98202ca76f81457c63b500bec7ca8e5de67187a1d7c6e8d22c11
cadmin/templates/cadmin/course_list.html	studio_courses/templates/studio_courses/course_list.html	4790	85353f8b407d32f041b841d1b986c6f08544c396f691f232886006ad75b89fda
cadmin/templates/cadmin/datamailer_events.html	studio_courses/templates/studio_courses/datamailer_events.html	4757	22e76fc170eb4504bd2f887a9e975298b7a3182687b51d04d20b9bfbcc4ac732
cadmin/templates/cadmin/datamailer_operations.html	studio_courses/templates/studio_courses/datamailer_operations.html	9289	5aa0fdd1412d45975009741194abcf37e3538f81c583a46b4b52b4164e4854f5
cadmin/templates/cadmin/enrollment_edit.html	studio_courses/templates/studio_courses/enrollment_edit.html	12111	06c73ff7b1a228f1b9710ff5a3061ba5995b50aa23a527b1bd75b2512d3023e1
cadmin/templates/cadmin/enrollments.html	studio_courses/templates/studio_courses/enrollments.html	14513	d24aa5c3e48cbf1c889f7ffa1073e3f754375cb1a760dca86de238560e97da54
cadmin/templates/cadmin/homework_submission_edit.html	studio_courses/templates/studio_courses/homework_submission_edit.html	10124	11f834a4cb3ee13ffd0614d09a9b2e83deb5f8b425de1eac98f76d2113e7732e
cadmin/templates/cadmin/homework_submissions.html	studio_courses/templates/studio_courses/homework_submissions.html	17603	9a9bba0f15ed112ee32f12eece2fdc170b043dfb4a7cee673a66df5d4d83ba92
cadmin/templates/cadmin/include/campaign_field.html	studio_courses/templates/studio_courses/include/campaign_field.html	387	b822ab75a0a7e09643dce9a1451a8fec7506ab3a4c2daa29ded4548e603dfbb4
cadmin/templates/cadmin/leaderboard_complaints.html	studio_courses/templates/studio_courses/leaderboard_complaints.html	5123	2c39e806a38f2702b984a715a43a8dea584263beb817a3086ef0f4cc8529b862
cadmin/templates/cadmin/project_submission_edit.html	studio_courses/templates/studio_courses/project_submission_edit.html	11462	b4d2a6cf8edb2104bebaaeae26747a2aa2ccb1b23b7881096f6c0913126277a1
cadmin/templates/cadmin/project_submissions.html	studio_courses/templates/studio_courses/project_submissions.html	23247	c8626e6f6405c54b46165e064866ff4f0e9b8ab4b7f5cbc4396acbf091b89109
cadmin/tests/__init__.py	studio_courses/tests/__init__.py	23	10791d94addceb7610fca95835a8f45b2b67999ce9d461fd610b3d16c4bc2f99
cadmin/tests/campaign_view_base.py	studio_courses/tests/campaign_view_base.py	4082	e779ddd37508297d3ea0d995bb9caf2275a1f21dbb1b36cbfab4ff3bf98d95ba
cadmin/tests/homework_view_base.py	studio_courses/tests/homework_view_base.py	13504	e310a3fbf67a6e5917536796fa672e8471eead69dc348295f259ff5db81e7952
cadmin/tests/impersonation_base.py	studio_courses/tests/impersonation_base.py	1096	d2eeecf1ff95111fc1b155acd6ea6cadb2e271fc9e7dbc67dea493256331b294
cadmin/tests/project_view_base.py	studio_courses/tests/project_view_base.py	8400	8c630be2b3c27bff4bdd3bae29141417c3bbb1995d71029e68ef09d89a1cd27d
cadmin/tests/test_campaign_datamailer_views.py	studio_courses/tests/test_campaign_datamailer_views.py	5388	5d7e3dcbc5b4a297c0a59d2a1e965f6e706b95af1ce4f817a85a1be55d3c2601
cadmin/tests/test_campaign_views.py	studio_courses/tests/test_campaign_views.py	3687	cee1b554af192ee6d654a60654fbc5cb13e3e6db857deb049616993faf6715f1
cadmin/tests/test_cloudwatch_dashboard_views.py	studio_courses/tests/test_cloudwatch_dashboard_views.py	5274	9eea8bd249b1486382e13cbbd34ddc8efb85a7c607fc4be7c6d4f092b18156b5
cadmin/tests/test_course_views.py	studio_courses/tests/test_course_views.py	5631	9222f768cd9446fab14b8eef35c4bcb07deb6e8015964c2e1ac21cf6086061cb
cadmin/tests/test_datamailer_views.py	studio_courses/tests/test_datamailer_views.py	9821	e44f1369e12d9dc667693f08a7d75ce595a442063eb1d74dd9ae046847c0d7a6
cadmin/tests/test_homework_submission_edit_views.py	studio_courses/tests/test_homework_submission_edit_views.py	3562	b8c0cd2369f50e21d235afd2eaf5f1c25c2017bcc4c10eee31620397f11be1da
cadmin/tests/test_homework_views.py	studio_courses/tests/test_homework_views.py	21012	5a24400003aee8b99e303310c28ce6da83d5b00f3fb398cb7eacb62b36155ac4
cadmin/tests/test_impersonation_enrollment_views.py	studio_courses/tests/test_impersonation_enrollment_views.py	1110	feb5d8b3eca0380a33f7e4b10b486009456094851c8dc47739d1931b0c561a91
cadmin/tests/test_impersonation_stop_views.py	studio_courses/tests/test_impersonation_stop_views.py	3086	9d464065fd71ac21894a812a8d3a39d243ff1673ea0c8f6b820388a0982f05e3
cadmin/tests/test_impersonation_views.py	studio_courses/tests/test_impersonation_views.py	1453	fbfd57132621330b2e4e83500ab0a97a5ea0b1ff6c5f2687392cee2e075309ed
